NMDS1	NMDS2	dclass	TaxLevel
-0.155156538101519	-0.0288075876648183	T21M	Family
-0.0845711025450038	-0.0490271202524368	T21M	Family
-0.134831853213442	-0.0399806878275519	T21M	Family
-0.136780307637295	-0.0541180290054308	T21M	Family
-0.0997816069894087	-0.016713933600564	T21M	Family
-0.123830211345586	-0.0233974846169445	T21M	Family
-0.101802572345334	-0.0397590292986156	T21M	Family
-0.142509780165093	-0.0417309475187536	T21M	Family
-0.117630644905336	-0.0372515734130575	T21M	Family
-0.0874659886712154	-0.0256310671691568	T21M	Family
-0.113341811067709	-0.0678525544184476	T21M	Family
-0.116423980630987	-0.0441122295863873	T21M	Family
-0.145161180321818	-0.028675706905163	T21M	Family
0.147610070589558	-0.0812735926399607	T30C	Family
0.187209105629347	-0.0414777823812452	T30C	Family
0.244229640124402	-0.0917590208197358	T30C	Family
0.119837400672059	-0.0762273044254718	T30C	Family
0.252590584538717	-0.093802073406306	T30C	Family
0.225471850966935	-0.0401945308268343	T30C	Family
0.195009435301609	-0.0830911602363694	T30C	Family
0.159472966380446	-0.0814432389495394	T30C	Family
0.266385803915837	-0.0681027374957988	T30C	Family
0.221045951756858	-0.06129411790755	T30C	Family
0.196585050626518	-0.0697244534490313	T30C	Family
0.166319901353939	-0.0703027374847189	T30C	Family
0.236703590509582	-0.0572955447380815	T30C	Family
0.181460520239888	-0.0954317961016339	T30C	Family
0.26467305653184	-0.056629588695204	T30C	Family
0.212500472117542	-0.0808859983520104	T30C	Family
0.148206903642236	-0.0683908997839597	T30C	Family
0.146936715364914	0.0103833453621566	T30C	Family
0.149584528705997	-0.0823926329578389	T30C	Family
0.160829442132881	-0.0872118087205058	T30C	Family
-0.144045053443432	0.175999907126844	T30M	Family
-0.0864427079513108	-0.011639391142247	T30M	Family
-0.124018354572831	-0.0170353341338154	T30M	Family
-0.0622504106745136	0.112208063530086	T30M	Family
-0.117713284670112	0.0806602232781737	T30M	Family
-0.113984114161806	-0.0304707218052892	T30M	Family
-0.1384185377462	0.0341155206709625	T30M	Family
-0.0990438080293335	0.0405680092165564	T30M	Family
-0.155970733000999	-0.0139245439580228	T30M	Family
-0.113494895222321	0.0139018392719969	T30M	Family
-0.0987539450561056	-0.032151761772606	T30M	Family
-0.0956716784436486	0.0753450009308432	T30M	Family
-0.125499753188423	0.0168572044221632	T30M	Family
-0.0791730208349954	0.0241825583837811	T30M	Family
-0.156207961397085	0.0422758303942611	T30M	Family
-0.139085024217535	0.000923768130490983	T30M	Family
-0.0834562392141471	-0.00191925249691724	T30M	Family
-0.135179315589328	0.0731420234129346	T30M	Family
-0.142753985329464	-0.0315767447428976	T30M	Family
-0.128244264950587	0.0109535286783969	T30M	Family
